Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,MURRAY C,3.58,69.3125%,23.2475%,5.3775%,0.3175%,1.745%,4
,OZMENT K,2.84,20.045%,59.195%,11.42%,3.81%,5.535%,2
,PERRINGS L,3.33,53.33%,33.33%,10.0%,0.0%,3.33%,1
,PETERSON N,3.89,89.29%,10.71%,0.0%,0.0%,0.0%,1
,PFUNTNER D,3.35,65.52%,24.14%,0.0%,0.0%,10.34%,1
,POKHAREL R,3.47,61.145%,31.835%,3.51%,0.0%,3.51%,2
,RICO A,3.51,80.32%,7.255%,2.185%,3.6775%,6.5575%,4
,RYU Y,3.44,70.37%,11.11%,11.11%,7.41%,0.0%,1
,SNIDER J,3.54,73.375%,14.175%,6.895%,3.705%,1.85%,2
,SPEAR R,3.36,48.275%,44.825%,3.45%,1.725%,1.725%,2
,SUTTON T,3.46,57.14%,32.14%,10.71%,0.0%,0.0%,1
,TEBEAUX E,3.21,23.64%,50.91%,12.73%,9.09%,3.64%,1
,VILLANUEVA A,3.07,33.33%,53.33%,6.67%,0.0%,6.67%,1
,WHEELER S,3.57,76.67%,13.33%,3.33%,3.33%,3.33%,1
,YI H,3.51,68.85%,22.95%,1.64%,3.28%,3.28%,1
,YI J,3.6,77.7925%,13.25%,3.4175%,2.555%,2.98%,4
,,,,,,,
ENGL-302,,,,,,,
,KILLINGSWORTH M,3.62,69.34%,24.96%,4.615%,0.0%,1.085%,2
,,,,,,,
ENGL-303,,,,,,,
,BHATTACHARYA N,3.65,86.96%,0.0%,8.7%,0.0%,4.35%,1
,COLLINS M,3.22,30.43%,60.87%,8.7%,0.0%,0.0%,1
,DWORKIN I,3.46,59.5%,30.5%,8.0%,0.0%,2.0%,2
,GRIFFIN R,3.55,67.5433333333%,23.5866666667%,7.11666666667%,0.0%,1.75333333333%,3
,HOAGWOOD T,3.32,50.3%,33.93%,13.395%,2.38%,0.0%,2
,JOHANSEN E,3.0,18.18%,72.73%,4.55%,0.0%,4.55%,1
,MACHANN C,3.32,44.0%,44.0%,12.0%,0.0%,0.0%,1
,NELSON C,2.88,20.83%,54.17%,16.67%,8.33%,0.0%,1
,OLIVER L,3.36,50.0%,40.91%,4.55%,4.55%,0.0%,1
,ROBINSON S,3.48,57.14%,33.33%,9.52%,0.0%,0.0%,1
,WOLLOCK J,3.96,96.0%,4.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-304,,,,,,,
,IVES M,2.43,28.57%,14.29%,42.86%,0.0%,14.29%,1
,MANDELL L,2.44,22.22%,44.44%,0.0%,22.22%,11.11%,1
,,,,,,,
ENGL-308,,,,,,,
,KALLENDORF C,3.4,48.0%,48.0%,2.0%,0.0%,2.0%,2
,ROSS S,3.23,63.64%,22.73%,0.0%,0.0%,13.64%,1
,VASILAKIS A,3.36,52.0%,32.0%,16.0%,0.0%,0.0%,1
,,,,,,,
ENGL-312,,,,,,,
,DICKSON D,2.95,27.965%,44.075%,24.445%,1.85%,1.665%,2
,ESTILL L,2.46,15.73%,35.96%,31.46%,12.36%,4.49%,1
,HARNER J,2.52,19.05%,28.57%,42.86%,4.76%,4.76%,1
,PERRY N,2.93,22.64%,44.015%,26.935%,3.365%,3.045%,2
,PETERSON N,3.84,96.0%,0.0%,0.0%,0.0%,4.0%,1
,,,,,,,
ENGL-313,,,,,,,
,PERRY N,2.92,19.44%,52.78%,27.78%,0.0%,0.0%,1
,WOLLOCK J,3.31,51.97%,33.33%,11.365%,0.0%,3.335%,2
,,,,,,,
ENGL-315,,,,,,,
,DICKSON D,3.02,47.32%,31.4%,7.885%,2.38%,11.01%,2
,PERRY N,3.04,41.67%,25.0%,29.17%,4.17%,0.0%,1
,,,,,,,
ENGL-316,,,,,,,
,BHATTACHARYA N,3.84,87.1%,9.68%,3.23%,0.0%,0.0%,1
,EGENOLF S,2.5,8.82%,41.18%,44.12%,2.94%,2.94%,1
,GRIFFIN R,3.37,56.67%,30.0%,10.0%,0.0%,3.33%,1
,,,,,,,
ENGL-317,,,,,,,
,ANDREADIS H,2.75,10.71%,64.29%,17.86%,3.57%,3.57%,1
,,,,,,,
ENGL-320,,,,,,,
,HAWKINS C,3.31,42.1433333333%,46.4733333333%,11.3833333333%,0.0%,0.0%,3
,,,,,,,
ENGL-321,,,,,,,
,EGENOLF S,2.75,19.72%,43.965%,29.905%,4.85%,1.565%,2
,HOAGWOOD T,2.48,22.935%,29.825%,26.945%,12.655%,7.645%,2
,,,,,,,
ENGL-322,,,,,,,
,HOWELL J,2.98,26.635%,46.63%,25.22%,1.515%,0.0%,2
,MACHANN C,2.58,27.98%,27.98%,25.515%,11.41%,7.115%,2
,,,,,,,
ENGL-323,,,,,,,
,BERTHOLD D,2.78,21.88%,50.0%,18.75%,3.13%,6.25%,1
,HODGSON L,3.4,46.67%,46.67%,6.67%,0.0%,0.0%,1
,LOVING J,3.07,30.54%,47.21%,20.93%,1.315%,0.0%,2
,,,,,,,
ENGL-329,,,,,,,
,EARHART A,3.12,34.3833333333%,50.98%,9.1%,3.57%,1.96%,3
,,,,,,,
ENGL-330,,,,,,,
,MACHANN C,2.75,21.9833333333%,41.6166666667%,29.75%,2.8%,3.85%,3
,WOLLOCK J,3.37,55.6366666667%,30.3533333333%,10.68%,2.08333333333%,1.24666666667%,3
,,,,,,,
ENGL-331,,,,,,,
,BOENIG R,3.08,30.53%,51.54%,14.85%,1.4%,1.68%,1
,ROBINSON E,3.15,24.335%,51.925%,18.525%,2.89%,2.325%,2
,,,,,,,
ENGL-333,,,,,,,
,ANDREADIS H,2.6,4.0%,60.0%,28.0%,8.0%,0.0%,1
,REDDY V,3.04,35.14%,42.75%,15.975%,2.94%,3.195%,2
,TEXAS A,3.19,47.92%,33.33%,11.11%,5.56%,2.08%,1
,TUHKANEN M,3.03,47.3166666667%,25.8866666667%,14.6%,6.92666666667%,5.27%,3
,,,,,,,
ENGL-334,,,,,,,
,BENDIXEN A,3.53,47.27%,30.335%,18.57%,1.08%,2.745%,2
,COOPER R,2.91,36.515%,32.255%,21.52%,5.28%,4.425%,2
,VASILAKIS A,3.39,58.69%,28.8075%,7.8775%,1.635%,2.9875%,4
,,,,,,,
ENGL-335,,,,,,,
,BERTHOLD D,2.79,18.6%,48.84%,27.91%,2.33%,2.33%,1
,,,,,,,
ENGL-336,,,,,,,
,PORTALES M,3.38,59.1433333333%,30.3166666667%,4.42%,2.02%,4.09666666667%,3
,,,,,,,
ENGL-337,,,,,,,
,CLARK W,3.25,35.0%,57.5%,5.0%,2.5%,0.0%,1
,MCWHIRTER D,2.83,14.92%,60.12%,20.49%,2.345%,2.13%,2
,,,,,,,
ENGL-338,,,,,,,
,COLLINS M,3.13,26.3425%,67.035%,3.0075%,0.61%,3.0075%,4
,OLIVER L,3.58,67.4825%,25.215%,5.3275%,1.315%,0.6575%,4
,PORTALES M,3.53,56.4766666667%,40.19%,3.33333333333%,0.0%,0.0%,3
,REDDY V,3.09,31.21%,52.195%,12.575%,2.5%,1.515%,2
,,,,,,,
ENGL-339,,,,,,,
,COLLINS M,3.0,18.335%,66.67%,13.33%,0.0%,1.665%,2
,EARHART A,2.68,31.82%,18.18%,40.91%,4.55%,4.55%,1
,OLIVER L,3.45,50.0%,45.0%,5.0%,0.0%,0.0%,1
,,,,,,,
ENGL-340,,,,,,,
,CHRISTENSEN P,2.94,21.88%,62.5%,9.38%,0.0%,6.25%,1
,JACKSON S,3.31,34.29%,62.86%,2.86%,0.0%,0.0%,1
,,,,,,,
ENGL-345,,,,,,,
,HEINEMANN L,3.89,92.5933333333%,3.70333333333%,3.70333333333%,0.0%,0.0%,3
,,,,,,,
ENGL-346,,,,,,,
,TAYLOR C,3.12,52.94%,23.53%,11.76%,5.88%,5.88%,1
,,,,,,,
ENGL-347,,,,,,,
,HARRIS J,3.93,93.33%,6.67%,0.0%,0.0%,0.0%,1
,HEINEMANN L,3.94,94.995%,3.615%,1.39%,0.0%,0.0%,4
,STABILE S,3.29,35.71%,57.14%,7.14%,0.0%,0.0%,1
,TAYLOR C,3.37,57.89%,31.58%,5.26%,0.0%,5.26%,1
,WHITE L,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-348,,,,,,,
,MCCANN J,3.96,97.9166666667%,0.0%,2.08333333333%,0.0%,0.0%,3
,,,,,,,
ENGL-350,,,,,,,
,CHRISTENSEN P,2.62,15.38%,61.54%,7.69%,0.0%,15.38%,1
,EIDE M,3.15,46.67%,31.67%,15.0%,3.33%,3.33%,2
,JOHANSEN E,2.86,4.55%,77.27%,18.18%,0.0%,0.0%,1
,KIM B,3.79,84.85%,9.09%,6.06%,0.0%,0.0%,1
,MCWHIRTER D,2.75,19.6666666667%,46.2466666667%,26.83%,4.13666666667%,3.12666666667%,3
,ROSS S,3.59,61.76%,35.29%,2.94%,0.0%,0.0%,1
,,,,,,,
ENGL-351,,,,,,,
,MOREY A,3.21,44.155%,39.61%,9.09%,7.145%,0.0%,2
,TROXELL J,3.6,80.0%,0.0%,20.0%,0.0%,0.0%,1
,,,,,,,
ENGL-352,,,,,,,
,COLLINS M,3.18,29.285%,63.095%,5.95%,0.0%,1.665%,2
,COOPER R,3.0,34.48%,41.38%,17.24%,3.45%,3.45%,1
,EIDE M,2.59,36.73%,26.53%,12.24%,8.16%,16.33%,1
,GUTIERREZ K,3.4,43.33%,53.33%,3.33%,0.0%,0.0%,1
,JACKSON S,2.79,14.375%,53.18%,29.115%,3.3325%,0.0%,4
,JOHANSEN E,2.83,17.34%,60.585%,14.165%,3.225%,4.69%,2
,,,,,,,
ENGL-353,,,,,,,
,KALLENDORF C,3.06,31.61%,47.1%,19.11%,0.0%,2.175%,2
,MURRAY C,3.97,97.37%,2.63%,0.0%,0.0%,0.0%,2
,PILSCH A,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,SWEARINGEN C,3.26,41.145%,43.78%,15.07%,0.0%,0.0%,2
,,,,,,,
ENGL-354,,,,,,,
,GUTIERREZ K,3.18,42.945%,43.79%,7.265%,0.0%,6.0%,2
,KINKEAD A,3.07,40.275%,34.435%,18.365%,5.785%,1.135%,2
,MELZOW C,3.58,66.7833333333%,27.8433333333%,3.33333333333%,0.68%,1.36%,3
,MURRAY C,3.78,86.93%,8.71%,2.275%,0.0%,2.085%,2
,PILSCH A,3.35,71.585%,12.165%,4.165%,4.085%,8.0%,2
,,,,,,,
ENGL-355,,,,,,,
,BRENNER C,3.71,70.83%,29.17%,0.0%,0.0%,0.0%,1
,DUPLESSIS N,3.35,47.83%,47.83%,0.0%,0.0%,4.35%,1
,ELSTON M,3.15,30.0%,55.0%,15.0%,0.0%,0.0%,1
,KILLINGSWORTH M,3.88,89.585%,8.335%,2.085%,0.0%,0.0%,2
,KINKEAD A,3.42,52.18%,39.275%,6.545%,2.0%,0.0%,2
,,,,,,,
ENGL-356,,,,,,,
,ALONZO J,3.04,29.75%,49.8933333333%,16.4766666667%,1.91333333333%,1.95666666667%,3
,HOAGWOOD T,2.25,22.33%,24.41%,22.235%,17.785%,13.24%,2
,MOREY A,2.9,30.0%,43.335%,16.665%,6.67%,3.335%,2
,,,,,,,
ENGL-359,,,,,,,
,ELLIS L,3.04,51.665%,23.335%,9.165%,9.165%,6.665%,2
,HANNAH J,3.33,33.33%,66.67%,0.0%,0.0%,0.0%,1
,WOLLOCK J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-360,,,,,,,
,DUPLESSIS N,3.21,41.38%,40.69%,16.55%,0.69%,0.69%,1
,HODGSON L,3.36,46.875%,35.26%,15.88%,0.99%,0.99%,2
,NELSON C,2.62,14.82%,43.17%,32.905%,7.545%,1.565%,2
,ROBINSON E,3.23,39.3933333333%,47.6866666667%,11.1866666667%,1.26666666667%,0.47%,3
,,,,,,,
ENGL-361,,,,,,,
,HARRIS J,3.45,57.69%,30.77%,10.26%,1.28%,0.0%,1
,MORRIS L,2.78,18.75%,53.13%,15.63%,12.5%,0.0%,1
,ROBINSON E,3.13,33.2%,50.8766666667%,13.5016666667%,0.966666666667%,1.45166666667%,6
,THIBODEAU A,3.29,50.0%,41.18%,2.94%,0.0%,5.88%,1
,,,,,,,
ENGL-362,,,,,,,
,ALONZO J,2.95,23.4575%,54.62%,17.175%,2.71%,2.03%,4
,PORTALES M,3.33,48.89%,39.0283333333%,9.755%,0.476666666667%,1.85%,6
,,,,,,,
ENGL-365,,,,,,,
,CLARK W,3.18,37.47%,47.216%,12.012%,2.59%,0.714%,5
,PERRY N,2.72,19.825%,46.235%,22.315%,9.04%,2.595%,2
,,,,,,,
ENGL-372,,,,,,,
,BENDIXEN A,3.35,53.85%,34.62%,7.69%,0.0%,3.85%,1
,CLARK W,3.28,46.21%,38.495%,13.78%,0.0%,1.515%,2
,,,,,,,
ENGL-373,,,,,,,
,BERTHOLD D,2.43,20.0%,33.33%,26.67%,10.0%,10.0%,1
,REYNOLDS L,3.14,50.0%,27.27%,13.64%,4.55%,4.55%,1
,,,,,,,
ENGL-374,,,,,,,
,ANDREADIS H,3.16,32.575%,54.545%,10.795%,0.0%,2.085%,2
,EGENOLF S,3.11,37.355%,46.45%,9.51%,3.45%,3.24%,2
,HOAGWOOD T,3.23,47.06%,41.18%,5.88%,0.0%,5.88%,1
,KINKEAD A,2.96,22.22%,55.56%,18.52%,3.7%,0.0%,1
,NELSON C,2.9,26.45%,42.42%,25.405%,5.725%,0.0%,2
,ROBINSON S,3.24,51.96%,30.4733333333%,10.8%,2.89666666667%,3.87666666667%,3
,STABILE S,2.88,17.815%,56.565%,22.5%,1.565%,1.565%,2
,,,,,,,
ENGL-375,,,,,,,
,DWORKIN I,2.94,34.29%,45.71%,8.57%,2.86%,8.57%,1
,HABBESTAD T,3.18,63.64%,18.18%,0.0%,9.09%,9.09%,1
,HODGSON L,3.22,47.83%,26.09%,26.09%,0.0%,0.0%,1
,LOVING J,3.27,45.45%,45.45%,4.55%,0.0%,4.55%,1
,REYNOLDS L,2.84,35.335%,37.26%,12.74%,5.77%,8.895%,2
,,,,,,,
ENGL-376,,,,,,,
,ALONZO J,3.37,39.21%,48.8766666667%,9.28666666667%,1.39%,1.23333333333%,3
,MCWHIRTER D,3.05,30.03%,49.835%,16.795%,1.615%,1.725%,2
,,,,,,,
ENGL-377,,,,,,,
,MACHANN C,2.74,10.53%,63.16%,21.05%,0.0%,5.26%,1
,,,,,,,
ENGL-378,,,,,,,
,JOHANSEN E,2.73,9.09%,72.73%,9.09%,0.0%,9.09%,1
,NELSON C,2.69,20.69%,44.83%,20.69%,10.34%,3.45%,1
,,,,,,,
ENGL-379,,,,,,,
,EIDE M,3.55,63.64%,27.27%,9.09%,0.0%,0.0%,1
,JACKSON S,3.25,50.0%,33.33%,8.33%,8.33%,0.0%,1
,,,,,,,
ENGL-386,,,,,,,
,STABILE S,3.29,43.306%,44.718%,10.796%,0.0%,1.176%,5
,,,,,,,
ENGL-390,,,,,,,
,MACHANN C,3.0,33.33%,38.89%,22.22%,5.56%,0.0%,1
,VASILAKIS A,3.75,87.5%,0.0%,12.5%,0.0%,0.0%,1
,,,,,,,
ENGL-391,,,,,,,
,DELNEGRO G,3.01,35.2%,35.2133333333%,25.6633333333%,2.94%,0.98%,3
,,,,,,,
ENGL-392,,,,,,,
,BOENIG R,3.23,57.01%,14.805%,25.15%,0.0%,3.03%,2
,IVES M,2.89,38.89%,22.22%,27.78%,11.11%,0.0%,1
,MOREY A,2.65,20.59%,44.12%,20.59%,8.82%,5.88%,1
,,,,,,,
ENGL-394,,,,,,,
,BENEFIEL C,3.69,84.62%,7.69%,0.0%,7.69%,0.0%,1
,DELNEGRO G,2.84,25.765%,37.53%,31.765%,4.94%,0.0%,2
,MANDELL L,3.58,66.67%,25.0%,8.33%,0.0%,0.0%,1
,MCCANN J,3.65,65.0%,35.0%,0.0%,0.0%,0.0%,1
,VASILAKIS A,3.59,65.63%,31.25%,0.0%,3.13%,0.0%,1
,,,,,,,
ENGL-396,,,,,,,
,EARHART A,3.12,36.36%,51.52%,6.06%,0.0%,6.06%,1
,HODGSON L,2.97,30.415%,43.66%,22.35%,0.0%,3.57%,2
,REYNOLDS L,2.61,25.81%,25.81%,38.71%,3.23%,6.45%,1
,,,,,,,
ENGL-401,,,,,,,
,EIDE M,3.55,63.0833333333%,28.4533333333%,8.46333333333%,0.0%,0.0%,3
,GRIFFIN R,2.96,36.28%,33.8233333333%,23.1233333333%,3.51%,3.27%,3
,,,,,,,
ENGL-403,,,,,,,
,KENDALL S,3.6,80.0%,13.3333333333%,0.0%,0.0%,6.66666666667%,3
,,,,,,,
ENGL-412,,,,,,,
,DICKSON D,3.3,52.6%,29.3933333333%,15.27%,1.15%,1.58666666667%,3
,ESTILL L,2.39,7.575%,47.725%,28.635%,8.03%,8.03%,2
,,,,,,,
ENGL-414,,,,,,,
,DICKSON D,3.3,49.01%,39.49%,7.67%,0.0%,3.84%,2
,,,,,,,
ENGL-415,,,,,,,
,BOENIG R,3.2,51.11%,17.78%,31.11%,0.0%,0.0%,1
,HANNAH J,3.05,35.0%,40.5566666667%,21.67%,0.0%,2.77666666667%,3
,IVES M,2.95,42.385%,24.525%,25.95%,0.0%,7.145%,2
,LOVING J,3.52,57.14%,38.1%,4.76%,0.0%,0.0%,1
,MCWHIRTER D,3.17,43.48%,34.78%,17.39%,4.35%,0.0%,1
,NELSON C,2.95,23.81%,52.38%,19.05%,4.76%,0.0%,1
,REYNOLDS L,2.83,29.17%,33.33%,29.17%,8.33%,0.0%,1
,ROSS S,3.85,96.3%,0.0%,0.0%,0.0%,3.7%,1
,SWEARINGEN C,3.21,36.84%,47.37%,15.79%,0.0%,0.0%,1
,TROXELL J,3.8,84.0%,12.0%,4.0%,0.0%,0.0%,1
,VASILAKIS A,3.76,80.0%,16.0%,4.0%,0.0%,0.0%,1
,,,,,,,
ENGL-431,,,,,,,
,BOENIG R,3.0,46.67%,26.67%,13.33%,6.67%,6.67%,1
,MITCHELL J,2.62,7.69%,46.15%,46.15%,0.0%,0.0%,1
,WOLLOCK J,3.19,46.57%,27.905%,23.145%,2.38%,0.0%,2
,,,,,,,
ENGL-461,,,,,,,
,KINKEAD A,3.02,37.435%,35.025%,21.66%,4.025%,1.85%,2
,MELZOW C,3.39,55.22%,32.5066666667%,10.42%,0.0%,1.85333333333%,3
,,,,,,,
ENGL-474,,,,,,,
,BHATTACHARYA N,3.63,75.0%,20.83%,0.0%,0.0%,4.17%,1
,REDDY V,3.19,30.715%,57.145%,12.145%,0.0%,0.0%,2
,ROBINSON S,3.63,68.75%,25.0%,6.25%,0.0%,0.0%,1
,STABILE S,3.27,43.33%,40.0%,16.67%,0.0%,0.0%,2
,,,,,,,
ENGL-481,,,,,,,
,BENDIXEN A,3.33,38.89%,55.56%,5.56%,0.0%,0.0%,1
,BERTHOLD D,2.95,50.0%,20.0%,15.0%,5.0%,10.0%,1
,CLARK W,3.37,40.0%,56.67%,3.335%,0.0%,0.0%,2
,COLLINS M,3.22,35.13%,56.38%,6.26666666667%,0.0%,2.22333333333%,3
,DELNEGRO G,3.67,69.445%,27.78%,2.78%,0.0%,0.0%,2
,DEPARTMENT T,2.82,52.94%,11.76%,17.65%,0.0%,17.65%,1
,DICKSON D,3.58,61.3%,35.76%,2.94%,0.0%,0.0%,2
,DWORKIN I,2.86,28.57%,42.86%,21.43%,0.0%,7.14%,1
,EGENOLF S,2.69,0.0%,68.75%,31.25%,0.0%,0.0%,1
,EIDE M,3.62,69.165%,23.335%,7.5%,0.0%,0.0%,2
,HANNAH J,3.47,60.0%,26.67%,13.33%,0.0%,0.0%,1
,HISPANIC S,2.82,52.94%,11.76%,17.65%,0.0%,17.65%,1
,HOAGWOOD T,2.87,40.815%,28.0375%,17.8525%,3.485%,9.81%,4
,HOWELL J,3.15,45.75%,34.48%,14.05%,0.0%,5.72%,2
,JACKSON S,3.36,42.86%,50.0%,7.14%,0.0%,0.0%,1
,JOHANSEN E,3.19,28.29%,62.335%,9.375%,0.0%,0.0%,2
,KALLENDORF C,3.33,40.0%,53.33%,6.67%,0.0%,0.0%,1
,LIBERAL A,2.82,52.94%,11.76%,17.65%,0.0%,17.65%,1
,LOVING J,3.4,46.67%,46.67%,6.67%,0.0%,0.0%,2
,MCCANN J,3.86,86.3433333333%,13.6566666667%,0.0%,0.0%,0.0%,3
,MCWHIRTER D,2.78,11.11%,66.67%,16.67%,0.0%,5.56%,1
,MOREY A,3.27,45.685%,35.415%,18.9%,0.0%,0.0%,2
,OLIVER L,3.39,44.44%,50.0%,5.56%,0.0%,0.0%,1
,PERRY N,3.13,31.25%,62.5%,0.0%,0.0%,6.25%,1
,SWEARINGEN C,3.13,33.33%,46.67%,20.0%,0.0%,0.0%,1
,TAYLOR C,3.41,56.25%,34.375%,6.25%,0.0%,3.125%,2
,TEXAS A,2.82,52.94%,11.76%,17.65%,0.0%,17.65%,1
,TOTAL S,2.82,52.94%,11.76%,17.65%,0.0%,17.65%,1
,VASILAKIS A,3.5,56.25%,37.5%,6.25%,0.0%,0.0%,1
,,,,,,,
ENGL-489,,,,,,,
,MANDELL L,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-602,,,,,,,
,ROBINSON S,3.83,83.335%,16.665%,0.0%,0.0%,0.0%,2
,SWEARINGEN C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-603,,,,,,,
,ESTILL L,3.73,73.33%,26.67%,0.0%,0.0%,0.0%,1
,IVES M,3.92,91.665%,8.335%,0.0%,0.0%,0.0%,2
,,,,,,,
ENGL-604,,,,,,,
,EARHART A,3.82,81.82%,18.18%,0.0%,0.0%,0.0%,1
,MANDELL L,3.92,91.67%,8.33%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-607,,,,,,,
,MIZE B,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,WARREN N,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-608,,,,,,,
,BOENIG R,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,MIZE B,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,WOLLOCK J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-610,,,,,,,
,MITCHELL J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-611,,,,,,,
,ESTILL L,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,PERRY N,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-613,,,,,,,
,PERRY N,3.82,81.82%,18.18%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-622,,,,,,,
,HANNAH J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MCCANN J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-623,,,,,,,
,LEVINSON D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-624,,,,,,,
,MCCANN J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-634,,,,,,,
,EGENOLF S,3.58,58.33%,41.67%,0.0%,0.0%,0.0%,1
,MACHANN C,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-640,,,,,,,
,NELSON C,3.61,65.155%,30.68%,4.165%,0.0%,0.0%,2
,,,,,,,
ENGL-642,,,,,,,
,BENDIXEN A,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,HOWELL J,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-645,,,,,,,
,MCWHIRTER D,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,ROBINSON S,3.73,72.73%,27.27%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-650,,,,,,,
,BHATTACHARYA N,3.75,87.5%,0.0%,12.5%,0.0%,0.0%,1
,OLIVER L,3.71,71.25%,28.75%,0.0%,0.0%,0.0%,2
,,,,,,,
ENGL-653,,,,,,,
,COLLINS M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,EIDE M,3.85,84.62%,15.38%,0.0%,0.0%,0.0%,1
,MCWHIRTER D,3.55,54.55%,45.45%,0.0%,0.0%,0.0%,1
,TEXAS A,3.85,84.62%,15.38%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-658,,,,,,,
,MCWHIRTER D,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,MOREY A,3.58,58.335%,41.665%,0.0%,0.0%,0.0%,2
,,,,,,,
ENGL-659,,,,,,,
,HOAGWOOD T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-666,,,,,,,
,BOENIG R,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,KALLENDORF C,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-671,,,,,,,
,COLLINS M,3.92,91.67%,8.33%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-672,,,,,,,
,REYNOLDS L,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,2
,,,,,,,
ENGL-673,,,,,,,
,DWORKIN I,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HODGSON L,3.64,79.445%,5.0%,15.555%,0.0%,0.0%,2
,JOHANSEN E,3.5,62.5%,25.0%,12.5%,0.0%,0.0%,1
,,,,,,,
ENGL-680,,,,,,,
,BHATTACHARYA N,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,EIDE M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-683,,,,,,,
,GRIFFIN R,3.55,75.0%,10.0%,10.0%,5.0%,0.0%,2
,HOAGWOOD T,3.58,83.33%,8.33%,0.0%,0.0%,8.33%,1
,TUHKANEN M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-689,,,,,,,
,MANDELL L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
ENGL-697,,,,,,,
,MURRAY C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PERRY N,3.78,77.78%,22.22%,0.0%,0.0%,0.0%,1
,SWEARINGEN C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
EURO-441,,,,,,,
,COOKE L,2.6,20.0%,60.0%,0.0%,0.0%,20.0%,1
,,,,,,,
EURO-446,,,,,,,
,COOKE L,3.07,13.635%,79.22%,7.145%,0.0%,0.0%,2
,,,,,,,
EURO-447,,,,,,,
,COOKE O,3.63,63.495%,36.505%,0.0%,0.0%,0.0%,2
,,,,,,,
EURO-451,,,,,,,
,CECCHINI F,3.58,58.33%,41.67%,0.0%,0.0%,0.0%,1
,,,,,,,
EURO-454,,,,,,,
,MARCHESINI M,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
EURO-456,,,,,,,
,CECCHINI F,3.33,55.56%,33.33%,0.0%,11.11%,0.0%,1
,,,,,,,
FILM-251,,,,,,,
,ELLIS L,3.53,71.075%,16.765%,5.88%,6.275%,0.0%,2
,GARRITANO C,2.98,28.3425%,44.275%,24.4175%,2.58%,0.385%,4
,MOREY A,2.88,15.0%,57.5%,27.5%,0.0%,0.0%,4
,,,,,,,
FILM-299,,,,,,,
,HUMPHREY D,2.72,44.44%,22.22%,11.11%,5.56%,16.67%,1
,MOREY A,2.48,21.74%,30.43%,30.43%,8.7%,8.7%,1
,,,,,,,
FILM-301,,,,,,,
,HUMPHREY D,2.35,14.335%,34.145%,30.255%,14.63%,6.64%,2
,,,,,,,
FILM-343,,,,,,,
